0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
12.444915,12.350895,12.2900715,12.285704,12.126141,10.708405,11.84715,11.483944,11.187901,10.711502,10.328313,10.028453,9.602114,8.74011,7.6811666,5.7650056,3.9775548,2.5957198,1.7130685,1.1374688,1.0754715,1.6544914,1.7578268,1.756803,2.4549258,4.4066877,4.970434,4.039296,2.912353,2.0468202,1.6132978,1.7856822,2.3992562,2.1806297,2.048077,2.0793333,2.2873497,1.9477718,1.0280986,0.49099517,0.043722525,-0.7386421,-1.1111866,-1.300035,-1.0221119,-0.8614259,0.26851365,0.52077186,-0.056683123,0.0049028397,0.35597986,0.6415231,1.4729183,2.6534607,3.352971,4.0429993,3.6447775,2.3384447,1.064532,0.1029847,-0.072757356,0.052606083,0.039253883,0.08903519,0.6753588,1.2831484,1.4472533,1.4975562,1.4288688,1.4639146,1.1371113,0.7025983,0.7282913,1.8904657,3.0055652,3.1486738,2.1524339,0.76018393,0.4348554,0.46813506,0.60529387,1.3803098,2.423188,3.392814,3.8724027,3.5341272,2.8630986,1.6012211,0.33343124,-0.6801931,-1.2765473,-1.4014406,-1.2629068,-1.0262434,-0.59079,0.405343,1.9092934,3.5529833,4.528025,4.8212557,5.032997,4.7379417,3.1463997,1.4488859,0.36466682,-0.4494688,-0.18744117,-0.053216234,-0.44759503,-1.047926,-1.3772533,-1.5688186,-1.7279019,-1.6929595,-1.2599045,-0.5790201,0.37320596,0.77876985,0.5224154,0.16999628,-0.38818794,-0.37384927,-0.07205267,-0.058394343,-0.09517971,0.33135173,0.70342875,0.87571394,1.3658733,1.7825568,2.3232298,2.370973,2.3880868,2.7010908,3.0772402,3.7987914,4.927491,5.6299424,6.3803825,6.7664304,7.0814896,6.596073,5.0996313,4.232199,4.261689,3.5146782,3.4942918,3.092679,2.8687315,2.7693589,2.9815059,3.1966548,3.113676,2.9772482,2.775601,2.28961,1.8677051,1.5910667,1.4846282,1.0966339,0.68643445,0.48427084,0.4015646,0.4598363,0.93874395,1.7798798,3.0912218,5.028436,6.7425556,8.2336445,9.405126,10.515148,10.915596,10.903412,11.217165,11.482771,10.708021,10.70793,10.707806
-2.7137575,-2.6995773,-2.7057827,-2.7020268,-2.6516225,-1.3985428,-2.5958061,-2.4763472,-2.5283191,-2.5638156,-2.4478133,-2.42774,-2.4470696,-2.680862,-2.939034,-3.0910907,-2.8709784,-2.4141579,-2.106333,-1.9324598,-1.8061996,-2.0130088,-1.9288635,-1.9051702,-2.2516656,-2.3780332,-2.2348652,-2.0823288,-2.038515,-2.1836905,-2.2930188,-2.4391334,-2.7648969,-2.7795973,-2.6223369,-2.5669308,-2.5141182,-2.326972,-2.0991821,-2.0829873,-1.9410511,-1.4844227,-1.057296,-0.6004039,0.2666495,0.7960612,1.5824087,1.6941504,1.0497931,-0.5326556,-1.0910138,-1.573839,-2.0430462,-1.9859679,-2.1449513,-1.9789048,-1.4867392,-1.3523293,-1.2181079,-0.9979615,-1.4731853,-1.6916127,-1.3467336,-0.9881166,-0.874726,-1.2374773,-1.3730445,-1.2624311,-1.0669476,-0.8925381,-0.6731386,-0.5394838,-0.3436363,-0.6604399,-1.0411576,-1.213798,-1.036961,-1.1384394,-1.7655687,-2.1940045,-1.9314058,-1.4890693,-1.1712774,-1.0569179,-1.1529086,-1.1131711,-0.9901709,-0.93844557,-0.8332093,-0.9655281,-0.9609068,-0.8335916,-0.90059847,-0.91409886,-0.9094577,-0.86685354,-0.71031827,-1.1842753,-1.4714401,-1.3587241,-1.3417478,-1.2737725,-1.1508734,-1.0695456,-1.4739499,-2.0508275,-2.5030794,-2.564258,-2.5479274,-2.2270179,-1.9340813,-1.7405963,-1.6143409,-1.7071215,-1.9416012,-2.335263,-2.035656,-1.7176113,-1.569105,-1.6079528,-1.6987445,-1.928282,-2.1412,-2.3971086,-2.527282,-2.2522497,-1.8861356,-1.524617,-0.8754817,-0.40961665,-0.10878903,0.31812048,0.18256965,-0.3478422,-0.5840794,-0.8601794,-1.158869,-1.258604,-1.1786385,-1.3240864,-1.5700394,-1.8870418,-2.2540388,-2.4376924,-2.540646,-2.62756,-2.6122653,-2.5265336,-2.434893,-2.1075544,-1.7573225,-1.5345563,-1.7281791,-1.9921796,-2.2679303,-2.461622,-2.6360905,-2.691924,-2.552692,-2.1868827,-1.7811384,-1.4871026,-1.196664,-0.8784541,-0.9491095,-1.0567224,-0.95653427,-1.2149227,-1.5512655,-1.946721,-2.0881276,-2.2334847,-2.2890787,-2.3574276,-2.2537274,-2.1823769,-1.3981435,-1.3981224,-1.3981657
-0.0043378174,0.057473242,0.084338754,0.07569337,0.05811155,0.19232999,-0.06351861,-0.1732804,-0.35646328,-0.7242528,-0.8903968,-1.1113092,-1.3426803,-1.492109,-1.5630949,-1.5879474,-1.3838861,-1.5723587,-1.8308189,-2.0003402,-1.950357,-1.8921592,-2.199165,-2.3621306,-1.4329698,-0.5520525,-0.10626024,-0.41649115,-0.77383804,-0.8523461,-0.7621005,-0.67600685,-0.5111569,-0.8601367,-1.5989662,-1.9387839,-1.9837523,-1.5287985,-0.98495233,-0.5601186,-0.4410627,-0.5528929,-0.90325207,-1.3126447,-1.6616853,-1.9696343,-2.2103236,-1.8089082,-1.8793299,-2.5000508,-2.7180839,-2.539956,-2.1411948,-1.7845984,-1.8234797,-1.8729427,-1.5008025,-1.4222984,-1.7745128,-1.5283177,-1.6864828,-2.3600664,-2.3961625,-1.9695327,-0.8931025,-0.2523136,-0.22886598,-0.40975058,-0.8748738,-1.2229931,-1.4487433,-1.1074488,-0.8499084,-1.1197758,-1.2704024,-1.1415888,-1.5884643,-2.0983744,-2.4267168,-2.7853396,-2.985455,-2.6507077,-2.381387,-2.395002,-2.3937864,-2.4390008,-2.3668306,-2.3482232,-2.7060008,-2.8527896,-2.9277022,-3.0949533,-3.3412514,-3.4317884,-3.516507,-3.6945777,-3.650555,-2.8810093,-2.6688604,-2.4320354,-2.2047448,-1.8390479,-1.684473,-1.6705531,-2.2501647,-2.7999556,-3.2101238,-3.574657,-3.7322812,-3.6595492,-3.4838145,-3.2809677,-2.9128962,-2.2178671,-1.5381718,-0.808871,-0.046673983,0.17670041,0.2362586,0.13433078,-0.049588054,-0.5280236,-1.2478781,-1.8398141,-2.4750736,-2.823153,-2.961379,-2.9032247,-2.5206485,-2.2272167,-2.3451257,-2.0070846,-1.4635966,-0.95198226,-0.82483554,-0.7106559,-0.550883,-0.5771063,-0.580271,-0.46974397,-0.3673309,-0.5090046,-0.5358378,-0.6820489,-0.62325364,-0.4008011,-0.095553756,-0.009330362,-0.9542496,-1.6036865,-1.652589,-1.4401577,-1.1679487,-0.9621288,-0.8014128,-0.6742263,-0.48695466,-0.37651086,-0.44129753,-0.73336613,-1.0515351,-1.1809264,-1.2863474,-1.4163163,-1.5058677,-1.6251397,-1.5807977,-1.3451599,-1.4125632,-1.6142914,-1.3808343,-0.8118886,-0.48889804,-0.37656158,-0.30182076,-0.24134915,0.19224711,0.1922301,0.19218569
-2.6023955,-2.445485,-2.4296103,-2.2997894,-2.1511278,0.012770236,-1.8365703,-1.4714046,-1.3051621,-1.3371856,-1.2431461,-1.1992694,-1.0174029,-0.8437705,-0.7066692,-0.5976219,-0.28429106,0.11572808,0.4585607,0.6998793,1.1788241,1.1830758,0.974238,0.63190484,-0.3658153,-1.466559,-1.3808244,-1.3459148,-1.3764666,-1.3614498,-1.4445956,-1.6867709,-1.9362986,-1.9981413,-1.9347388,-1.8312769,-1.7117348,-1.5512221,-0.8434489,-0.8195286,-1.2318051,-1.6999207,-1.872319,-1.5560844,-0.5294556,-0.3896399,0.14167432,0.3647478,0.2184315,-0.5571563,-0.864795,-0.9848158,-1.1658874,-0.8517816,-1.0000893,-0.0151770115,1.5272382,2.014898,1.2020067,0.62834597,0.1980123,-0.4760399,-0.7573795,-1.0545629,-1.1699625,-1.3684921,-1.4439876,-1.5326709,-1.6543734,-1.6885688,-1.620924,-1.417491,-1.063947,-1.3163662,-1.5692387,-1.4727165,-1.0490446,-0.7123896,-0.9419383,-1.7130315,-2.0326533,-1.4867632,-0.8425011,-0.85421026,-0.87176085,-0.71916103,-0.34677395,0.030207038,0.42351624,0.79886883,0.8590249,0.2825207,-0.26985854,-0.49243286,-0.5632832,-0.45321414,0.1478747,0.78417814,1.5769755,2.8953261,3.4787154,3.7232351,4.049104,4.195904,4.25117,4.0223947,3.1304421,1.7319659,0.2191186,-0.8025871,-1.2021847,-1.3000062,-1.1643137,-1.0822883,-1.5244193,-2.0598135,-2.0458279,-1.7019249,-1.3633248,-1.229016,-1.0036047,-0.82019234,-0.67514503,-0.8330373,-1.4633814,-2.213152,-2.6154735,-2.6978805,-2.49328,-1.9244182,-1.3529949,-0.27660796,0.16685906,-0.28334117,-0.5608137,-0.9711844,-1.2214197,-1.1678236,-0.9425679,-0.6943721,-0.6750797,-0.89482844,-1.2132719,-1.3305709,-1.5378486,-1.694655,-1.7246819,-1.7969065,-1.7864463,-1.7878797,-1.8097413,-1.9390389,-1.9902573,-2.0241196,-1.9176099,-1.5734532,-1.4093449,-1.638731,-2.0074446,-2.2052813,-2.196011,-2.0016122,-1.6329061,-0.95306945,-0.2692527,0.17888631,0.5336997,0.29000983,0.05719945,-0.3073812,-0.6453547,-1.267638,-1.5067569,-1.4606184,-1.3757213,-1.3803911,0.012993276,0.013038874,0.013062239
-1.2032049,-1.5144575,-1.5849051,-1.6673939,-1.7553209,0.40166074,-2.0048478,-2.2562857,-2.1007054,-1.9745207,-2.0873435,-2.0316715,-1.9371749,-1.625847,-1.4453516,-1.5328366,-1.9027557,-2.1953099,-2.3233035,-2.202034,-1.8915482,-1.2305486,-1.1286558,-0.9176158,-1.8468158,-2.7410884,-1.9508799,-1.0921422,-0.5735525,-0.56024003,-0.71954215,-0.9759065,-1.5430329,-1.1896751,0.15003924,0.80782413,2.1377282,5.4518356,9.258427,10.61709,11.273587,11.800086,12.015845,11.816929,10.2686,8.103807,3.214251,0.5331008,-1.1941397,-1.7910194,-1.4010494,-0.9555286,-0.64771366,-0.7598529,-0.9023422,-0.9933855,-1.3967073,-1.5101751,-1.2186875,-1.6511261,-2.0042834,-1.9578395,-2.1388712,-2.0924644,-1.8654609,-1.6663684,-1.4492128,-1.3243252,-1.1525663,-1.2250323,-1.3063539,-1.6280813,-1.8625888,-1.9579461,-2.0412126,-2.1185284,-1.9899336,-1.66443,-1.0821505,-0.46579665,-0.20668167,-0.68155026,-1.353333,-0.98925906,-0.42938724,-0.13170393,-0.011348963,0.05532968,0.028314352,0.2805102,0.36392477,0.44024616,0.5333308,0.53216696,0.51412654,0.4219417,-0.15773511,-1.0984001,-1.6140199,-1.8533366,-1.9197266,-1.8120164,-1.6746163,-1.6574531,-1.3823106,-0.679203,0.58657396,1.9979622,3.1402688,3.7682786,3.9362423,3.8369086,3.5104856,2.7903175,1.7712955,0.23157506,-1.2752395,-1.8791387,-2.1333642,-2.257416,-2.3672092,-2.1086729,-1.8293232,-1.4759283,-1.0131449,-0.9185995,-0.8872918,-1.0807405,-1.5873449,-2.1073644,-2.0427198,-2.1675484,-2.357176,-2.5524185,-2.5028093,-2.4033468,-2.189126,-1.9041891,-1.9249517,-2.1165829,-2.1619723,-1.7619901,-1.0820367,-0.7408798,-0.7850394,-0.850477,-1.0449333,-0.2573893,0.86007637,2.290929,3.7496448,4.86454,6.110518,6.781558,7.6538568,8.788483,9.8036785,10.506136,10.867588,11.078156,11.0935135,10.921331,10.499783,9.487818,7.910899,5.6587715,2.938205,0.985813,0.32674307,0.1572532,0.03132981,0.17212981,0.14814395,-0.038917154,-0.1820423,-0.22423184,0.40147078,0.40147647,0.4015876
-1.9168515,-1.7450955,-1.7223406,-1.7132668,-1.8330572,-1.0640112,-1.8188257,-1.6443722,-1.5297167,-1.4885523,-1.5095618,-1.384475,-1.2897681,-0.9866838,-0.31097782,0.36883307,0.49793422,1.0956606,1.3880632,1.1052952,0.15255907,-0.5623864,-0.6378085,-0.9475529,-1.2034353,-1.5520694,-1.5302542,-1.2962924,-1.0117065,-0.7999659,-0.74391013,-0.6934156,-0.751469,-0.77100986,-0.116674334,0.03129208,0.19223668,0.29451817,-0.67887187,-1.5102088,-2.043801,-2.4873369,-2.4119358,-2.0860178,-1.9753315,-2.178317,-2.0663896,-1.4768364,-1.1918892,-1.4884629,-1.6165665,-1.5107653,-1.0531571,-1.0316913,-0.7611543,-0.4740446,-0.5019975,0.08927345,0.38434854,-0.022499174,-0.6082807,-0.79213476,-0.70124537,-0.48132724,-1.1179891,-1.9093542,-1.9778919,-1.8411028,-1.5214293,-1.0937334,-0.67210054,-0.8244306,-0.8482671,-1.6491951,-2.3136659,-2.3356152,-1.6628962,-0.92567223,-1.0525811,-1.5460687,-1.5587773,-1.2338767,-0.6328914,-0.67378306,-1.015312,-0.9980403,-0.7111807,-0.50194836,-0.5533571,-1.1010536,-1.188216,-0.73508024,-0.49850366,-0.42615214,-0.46705094,-0.75277555,-1.1588968,-1.1062038,-0.6246941,-0.44845134,-0.5739271,-0.50290835,0.016468406,0.6221471,1.0746348,0.707749,-0.37642464,-0.9554738,-0.41071326,0.7312622,1.7008352,2.619248,3.7436407,5.2745256,5.9570932,6.585864,7.0490084,7.2631636,7.7678537,8.414867,8.971475,9.249965,9.106038,8.368204,6.485711,3.4882479,1.5455998,0.36019406,-1.3011,-1.803174,-1.8834357,-2.0622401,-2.1358685,-2.2626624,-2.323927,-2.4529274,-2.6868796,-2.9015632,-3.1426961,-3.479929,-3.5775714,-2.977962,-1.647091,-0.8675315,-0.69866157,-0.08629629,-0.04483047,-0.5318529,-0.42822987,-0.1829506,-0.11342041,-0.23771752,-0.24022011,-0.21351923,-0.31420532,-0.5575994,-1.0953219,-1.7258182,-2.1502473,-2.4021974,-2.383277,-2.2582333,-2.1149826,-2.121253,-2.182404,-2.0236554,-1.9074155,-2.1678734,-2.6026673,-2.8567958,-2.8348188,-2.8141706,-2.6855147,-2.3882813,-2.3347542,-2.3473198,-1.0636073,-1.0634887,-1.0634296
-2.6136436,-2.4961271,-2.45506,-2.3847308,-2.3692317,-2.2845712,-2.2237263,-2.0996635,-2.076087,-1.9680369,-1.8235735,-1.6362414,-1.56794,-1.6231447,-1.4807589,-1.1044122,-0.6439914,-0.21587041,-0.009059027,-0.12218431,-0.16101971,0.17098317,0.28887445,0.4173746,0.14634496,-1.0508704,-1.9456693,-2.2876422,-2.2416577,-2.1231248,-2.0994356,-2.052675,-2.0189207,-1.4507195,-1.1491472,-1.0413166,-0.8944085,-0.61681354,-0.6431789,-0.80191797,-0.8411042,-0.6894211,-0.5757023,-0.56646025,-0.6952219,-0.60092485,-0.57747525,-0.8034049,-0.7193891,-0.13423604,0.5411,1.4272192,1.9091613,1.5987153,1.2074443,0.26836535,-0.79547334,-1.0114839,-0.72829187,-0.116622016,0.2500102,0.53597206,0.6756276,0.54478604,-0.2484367,-0.99170053,-0.96314275,-0.61806536,-0.26126444,-0.21667548,-0.12771834,-0.5534438,-0.28040287,-0.58320165,-1.4140515,-1.9152629,-1.5954845,-0.9907145,-0.4936723,-0.21994533,-0.37462258,-0.80551505,-0.63292265,-0.060436875,0.608138,1.0783356,1.2543635,1.8494635,3.8348224,6.8308325,9.07284,9.67235,9.879906,9.993071,10.073891,10.069674,9.768009,8.652211,7.392475,5.587427,2.7384317,0.89724684,-0.5671345,-0.7968506,-0.4667247,-0.41149512,-0.45927966,-0.5626295,-0.591614,-0.4966728,-0.51075244,-0.6947495,-1.0340803,-1.650665,-2.141547,-2.0473974,-1.6224267,-1.5629275,-1.5413778,-1.4972348,-1.4598411,-1.4302318,-1.2303276,-1.0762408,-0.8552297,-0.91977465,-1.0680776,-1.2367625,-1.6141862,-1.5687522,-1.3091456,-1.6535847,-1.84934,-1.9700229,-2.0248187,-2.1182685,-2.5391333,-2.871026,-3.2443023,-3.4393787,-3.451252,-3.1379194,-2.9521031,-2.743431,-2.6261168,-2.384575,-2.3412595,-2.1839466,-1.6555679,-1.2249709,-1.0258349,-0.96067035,-1.0060936,-0.9961493,-0.9482061,-1.0087397,-1.234738,-1.4305036,-1.4804677,-1.310267,-1.1579738,-1.1123947,-1.1168544,-1.1638854,-1.2364725,-1.3706528,-1.5857233,-2.1228747,-2.4481735,-2.516037,-2.5127535,-2.721995,-2.786446,-2.8469882,-2.9801188,-3.0234673,-2.2845845,-2.284521,-2.2843628
-1.7325535,-1.7907223,-1.799077,-1.7773902,-1.7221982,0.44340596,-1.7847779,-1.7274733,-1.6833234,-1.6965401,-1.7311026,-1.7512766,-1.6723335,-1.8196483,-1.8614929,-1.8684902,-1.4647905,-0.99615407,-0.64962155,-0.60341907,-0.802457,-0.5922444,-0.31442654,0.62537354,0.16908246,-0.7495128,-0.99316895,-0.7071775,-0.5764086,-0.57602084,-0.64413023,-0.85164964,-0.915811,-0.4031087,0.17806908,0.14994732,-0.23482348,-1.3571136,-1.2852736,-0.60285604,-0.111534536,1.0254204,2.3670952,4.8279314,8.660225,10.1695385,10.801354,9.927034,8.815372,6.225113,4.6934376,3.042807,1.6955863,1.1010379,0.25266746,-0.38507992,-0.24080773,-0.51111174,-1.2867029,-1.719331,-1.9308167,-1.9985876,-1.7748067,-1.5044041,-1.4058428,-1.191792,-1.1087692,-0.88876486,-0.10364108,1.4096062,2.6544173,3.022792,2.0329053,0.5636817,-0.43107253,-0.7316457,-0.027488306,0.54067683,0.27814028,0.87474954,3.4725764,6.17908,8.373473,9.486456,9.94393,10.211166,10.453956,10.422075,9.9335165,9.274493,7.701534,5.7623796,3.9001143,3.010276,2.3234181,1.4445344,0.47564086,-1.9014802,-2.0045886,-1.1058359,-0.40747297,-0.22052208,0.043511227,0.23678723,0.1809863,-0.052104056,-0.5343202,-0.9299909,-1.0934348,-1.0826048,-0.9032022,-0.5998842,-0.31683433,-0.35913244,-0.42420906,-0.96906394,-1.120632,-1.0947719,-1.111829,-1.144404,-0.97655493,-0.69447094,-0.44668758,-0.5975988,-1.0624751,-1.1530877,-0.8173133,-0.31656528,0.6575098,1.2988614,1.8519871,2.1388948,1.5261662,0.32861942,-0.17858054,-0.5588405,-0.5678239,-0.33728158,-0.10592238,-0.17816657,-0.551315,-0.96410465,-0.72630775,-0.5781369,-0.65144455,-0.6092733,-0.540943,-0.33863965,-0.043049295,-0.21696678,-0.70935833,-1.1186376,-1.2153263,-1.2316965,-1.1620046,-0.67416644,0.16817369,1.2223438,2.2917314,3.7896988,5.279043,6.167452,7.223201,8.564997,9.203661,9.452229,9.353723,8.4115505,6.868218,4.580221,2.3967056,0.67732644,0.20863234,0.18057778,0.2697115,0.1772339,0.44331115,0.44328484,0.4433007
-0.64408684,-0.6727427,-0.81429374,-0.94989187,-1.0804697,-2.189958,-1.0832716,-1.0761694,-1.1145607,-0.9824204,-0.89515626,-0.85407114,-0.6947958,-0.75974673,-0.8804242,-0.8905487,-0.77593255,0.24804519,2.0883293,4.7432923,8.06016,10.006025,10.592975,10.790281,8.335388,3.5507321,0.014529869,-1.4468966,-1.5230284,-1.1993706,-1.0969837,-0.98225254,-1.1166513,-0.47595268,-0.4256204,-0.4166954,-0.64661026,-1.509892,-1.8971331,-1.8085499,-1.5339739,-1.0930319,-0.93517506,-0.9692031,-0.91926754,-0.85439324,-0.7389556,-0.5842685,-0.28144085,-0.42111385,-0.5176867,-0.44476077,-0.60427326,-1.4437561,-2.0365038,-2.2136452,-1.9203888,-1.5881777,-0.781864,0.14184074,0.4997058,0.5654187,0.25517273,-0.15654281,-1.0829977,-2.039134,-2.304305,-2.034748,-1.1806931,-0.09564015,0.7801819,0.80590874,0.0884628,-0.356435,-0.4330784,-0.39599738,-0.1933155,0.33081806,0.69663686,0.83519334,1.0664313,0.943599,0.49172235,0.289925,0.2729283,0.16752794,-0.2227221,-0.42881465,-0.40747586,-0.56322306,0.18648864,1.0979747,1.5168403,1.5524192,1.4724777,1.2152069,0.5348577,-0.584767,-1.107203,-1.4264348,-1.7592337,-1.8502045,-1.7630556,-1.6732125,-1.2401298,-0.3927458,0.54971737,1.3096172,2.205595,2.916802,3.0409257,2.979456,2.7028997,1.8759457,1.1250529,-0.15995297,-1.6151567,-2.237656,-2.2902155,-2.2038004,-1.9619795,-1.53801,-1.1251724,-0.50379187,0.3838819,1.0148646,1.4158783,1.4529006,0.7805792,-0.059361234,-0.53567916,-1.0061548,-1.1481278,-1.0354216,-0.90773547,-0.7238362,-0.68224955,-0.6823718,-1.0299377,-1.8718827,-2.4416287,-2.2764869,-2.1839359,-2.146441,-2.0451565,-1.7480125,-1.5608547,-1.2136378,-0.9829854,-0.60379565,-0.62812203,-1.0226654,-1.5484798,-1.9510056,-2.3289733,-2.475431,-2.3893642,-2.1910577,-1.9190438,-1.6191014,-1.5317247,-1.594993,-1.7506332,-1.9461882,-2.1076593,-2.1529691,-1.8754544,-1.6598947,-1.8728912,-1.8981278,-1.7503862,-1.7998382,-1.8484464,-1.9805443,-1.9835101,-1.9455074,-2.1902733,-2.1903095,-2.1902738
-3.8140163,-3.5723052,-3.482883,-3.2919772,-3.1739194,-2.7532945,-2.8029215,-2.654695,-2.4197507,-2.2662125,-2.074607,-2.0497136,-2.1193624,-2.3353882,-2.5054812,-2.5143409,-2.8639712,-2.5422492,-2.4377236,-2.4224074,-2.6400723,-2.9642801,-2.9674077,-3.3394327,-4.127689,-4.5285993,-4.0357575,-3.2358685,-2.6803322,-2.5005748,-2.3775506,-2.3094282,-2.2361178,-1.8907127,-2.0036273,-2.1333475,-1.9696577,-1.0544944,-0.48114404,-0.5925114,-0.47440445,-0.052547753,0.26730347,0.7168342,1.1409125,0.45806897,-1.4121809,-1.7865019,-2.388891,-2.9132059,-2.6329641,-1.8198721,-1.2460725,-1.5526626,-2.1687617,-2.9270637,-3.2064838,-2.783216,-2.4644623,-2.4339314,-2.5301561,-2.5281706,-2.4992638,-2.151257,-1.7121015,-1.3556248,-0.90154076,-0.63721675,-0.5411976,-0.44173735,-0.28929567,-0.44083017,-0.86465716,-2.1040733,-2.9685457,-3.3350716,-3.3660078,-3.3641953,-3.2526193,-2.644494,-2.4583583,-3.0067787,-3.7922,-3.8849058,-3.7659793,-3.6645968,-3.3426902,-2.8151565,-1.941021,-0.7154665,0.9043266,1.648674,1.8939784,1.9025071,1.7935387,1.484679,0.8377695,-0.5134549,-1.2713177,-2.168268,-2.9048452,-3.0545788,-2.8121305,-2.5426733,-2.173364,-1.6239178,-1.1177413,-0.74800926,-0.4183418,-0.25773802,-0.33937114,-0.59115905,-0.97650826,-1.5671595,-2.0301633,-1.9357021,-1.3549299,-0.7539581,-0.35904878,-0.16901624,-0.45114148,-1.392609,-2.3083107,-3.2660713,-3.7851992,-3.7507575,-3.767965,-3.904858,-4.4106216,-4.8047814,-4.7942276,-4.491491,-4.1206236,-3.8763795,-3.8177104,-3.7575245,-3.7385817,-3.8497536,-3.9442644,-3.7251933,-3.4416578,-3.1190917,-2.5559244,-2.156346,-1.9404145,-1.3422012,-1.2260731,-1.4606638,-2.0103855,-2.287407,-2.169322,-1.8826898,-1.4499006,-1.1097728,-0.73335195,-0.6345767,-0.7737586,-0.92929554,-0.8900164,-0.52632517,-0.073604405,0.20980984,0.43592277,0.28687394,-0.50372577,-1.4549181,-2.262394,-2.6663914,-2.717953,-2.4964132,-2.2360926,-2.1375296,-2.182945,-2.3123202,-2.5234604,-2.640073,-2.7532563,-2.7532551,-2.753264
