0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170
12.693083,12.663767,12.582996,12.425765,11.805166,11.194515,10.404544,9.418459,8.790718,7.334365,6.222494,5.1528077,4.3723674,3.7997248,3.0407147,2.546546,1.2764698,1.1505315,1.1372142,1.1455572,1.0710325,1.1051362,1.2998598,1.6569773,1.8663504,1.9766558,2.2890728,2.613964,2.7301812,2.7750983,2.8197455,2.9917843,2.7570038,2.2753553,1.5312928,0.26712132,-0.8814251,-0.71944225,-0.37464958,-0.15053137,-0.14371657,-0.1511042,-0.16291244,-0.51264375,0.3463642,0.888277,0.8639803,0.88069093,0.8896228,0.9189057,1.0832367,1.3526852,1.714442,1.8007538,1.1613668,0.32266274,-0.3384087,-0.61286926,-0.36430523,-0.15393859,-0.078264035,-0.20489897,-0.20378254,-0.103235185,-0.12411064,-0.12538406,-0.31652337,-0.5878103,-0.1099333,0.5591574,1.105967,1.5295787,1.751135,1.9554063,2.1599874,2.1103916,2.1532435,2.3220901,2.6617332,3.1880116,3.8089666,4.7727957,5.9182053,6.509029,6.421913,6.0662384,5.113727,4.227398,2.3884697,0.3329916,-1.1458278,-1.0330199,-0.4462837,0.31704134,0.04888028,-0.05773534,0.39977983,0.3455211,0.35262987,0.1736063,0.14500004,0.16448951,0.23089199,0.16851805,0.10897901,0.18821612,0.3200719,0.31861776,0.17904875,-0.011819676,-0.2308514,-0.25508884,-0.49609125,-0.41154075,0.4516163,0.5812589,-0.056058683,-0.24583045,-0.42984354,-0.5010643,-0.4002155,-0.33135557,-0.34622672,-0.08739138,0.049399793,-0.47152412,-0.7595632,-0.6634795,-0.48642862,-0.51614696,-0.62165534,-0.72129065,-0.808425,-0.8942434,-0.9420847,-0.89068586,-0.7723806,-0.63279814,-0.44859692,-0.08102654,0.49705645,0.97642064,1.8071345,2.1745052,2.533115,2.7740698,2.746162,2.9308727,2.9900904,3.0163145,3.2334714,3.6351638,3.8952756,4.259457,4.4359264,4.5670023,4.6118736,4.797767,5.108448,6.3536515,7.5906725,8.801963,10.3557415,10.885269,11.09931,11.272992,10.97908,10.68627,10.686258,10.686265,10.686062
-2.749611,-2.7923212,-2.7984624,-2.8262334,-2.879025,-2.9338474,-3.009955,-3.2744155,-3.3816233,-3.545429,-3.7111917,-3.7208781,-3.7104638,-3.7709887,-3.7423217,-3.5833113,-2.9749331,-2.5805547,-2.4337316,-2.4494374,-2.4143207,-2.5820405,-2.6132586,-2.6544414,-2.6585526,-2.923726,-2.9507024,-2.8528929,-2.9671097,-2.9392538,-2.9055552,-2.9275532,-2.8279288,-2.6386974,-2.5967252,-2.8801398,-3.5874348,-3.4360223,-2.7845159,-2.2203298,-1.8361449,-1.4012076,-1.3673801,-1.8995574,-2.3061342,-2.5574486,-2.7301145,-3.0088406,-3.1999927,-3.3547978,-3.232325,-3.1137662,-3.0787992,-2.8749762,-2.6779556,-3.1508925,-3.4689412,-2.7049627,-0.9891963,0.2634105,0.74013555,0.92407227,0.9751495,0.9019591,0.7709761,-0.11295766,-1.1840322,-1.4261037,-1.5878307,-1.8547273,-2.040856,-2.0752804,-2.101563,-2.0971582,-2.1129005,-2.1212912,-2.090749,-1.9890848,-1.9376109,-1.8961544,-1.9189072,-1.9947709,-2.1501005,-2.4140468,-2.7127788,-2.7576666,-2.563035,-2.4905422,-2.4097488,-2.3956962,-2.3857775,-2.64893,-2.4197884,-1.5721805,-0.94068205,-0.6348163,0.5427935,1.1914294,1.2890944,1.5565104,1.5346789,1.0790092,0.4596236,-0.30125695,-0.9048444,-1.2402105,-1.5230519,-1.571256,-1.4701096,-1.2194933,-0.6454272,0.0012247562,-0.0016932487,0.44804752,1.3145491,1.3729736,0.48780346,-0.223055,-1.093196,-1.6471714,-1.6919773,-1.6001829,-1.5595968,-1.5127463,-1.462092,-2.0542061,-2.618686,-3.185196,-3.4282181,-3.6539621,-3.667684,-3.4937906,-3.331364,-3.2822962,-3.1453948,-3.1083999,-3.0294814,-3.0334973,-3.0010328,-2.896839,-3.076706,-3.3762302,-3.5242314,-3.2612793,-3.126475,-3.0981104,-3.0660048,-3.038405,-3.0580845,-3.0465312,-3.090859,-3.107449,-3.0836267,-3.0565562,-3.0154517,-2.95745,-2.943554,-2.9236264,-2.9124928,-2.767284,-2.544725,-2.3830867,-2.1117022,-1.8476075,-1.8770429,-1.779547,-1.841033,-1.1074235,-1.1074024,-1.1074089,-1.1071631
-0.6956141,-0.72430485,-0.83358705,-0.9733647,-1.3326286,-1.5808084,-1.7568245,-1.8044281,-1.619472,-1.0008577,-0.6860715,-0.66815937,-0.57291263,-0.4949851,-0.71321154,-0.97189605,-1.9772921,-2.5121956,-2.6731055,-2.7478967,-2.7250247,-2.4705946,-2.2072847,-1.9249318,-1.7480295,-1.5595582,-1.0510781,-0.3655554,-0.030942272,0.30852634,0.39286277,0.68355787,1.0518943,1.2900562,0.88356584,0.67539275,-0.15661949,-1.2051729,-2.0880995,-2.6478171,-2.9112868,-2.9873762,-2.4370255,-0.6785698,0.7195309,0.9233017,0.823161,0.45815402,-0.03237103,-0.55116457,-0.62116724,-0.50438124,-0.4610269,-0.39276755,-0.5978765,-1.2272459,-2.1587784,-2.931315,-3.4319801,-3.4465961,-3.4164023,-3.3877716,-3.4931126,-3.6087446,-3.681116,-3.3789136,-2.8655705,-2.1732135,-1.1005137,-0.06466377,1.150661,1.9477034,2.255116,2.5015857,2.5479178,2.4843264,2.4588683,2.5815234,2.7637007,2.8803601,2.9815116,3.1739964,3.163014,3.2788596,3.702355,3.856071,4.276737,4.425032,4.375114,3.7666883,2.5579221,1.2396479,-0.467817,-1.7723767,-2.060417,-1.9553709,-1.9049033,-1.6688983,-1.6852841,-1.7462413,-1.9166803,-2.0047548,-2.0543995,-2.2062716,-2.3736446,-2.418492,-2.5209024,-2.6076655,-2.6839519,-2.7269807,-2.767605,-2.64606,-2.6656065,-2.6792836,-2.010786,-1.5407819,-1.3088175,-1.5907454,-1.9133701,-2.7511444,-3.430866,-3.8259797,-3.4108608,-2.8693163,-2.4647665,-2.4744139,-2.6147237,-2.8767643,-2.9737816,-3.083568,-3.1356287,-3.1152873,-3.1376324,-3.2189353,-3.3276706,-3.397054,-3.4518776,-3.3738067,-3.3127863,-3.2670846,-3.0958295,-2.581111,-1.3196689,-0.36398265,-0.043728232,0.024562463,0.005583167,0.008491427,-0.04823138,-0.07460046,-0.1380671,-0.11661185,-0.09125922,-0.07081075,-0.052750804,-0.08040097,-0.103986524,-0.15254942,-0.12983233,-0.26246428,-0.641199,-1.151887,-1.9269192,-1.9552366,-1.8778242,-1.6918192,-1.6243064,-0.1351082,-0.1350013,-0.13499463,-0.1350559
-2.2840738,-2.246039,-2.1124573,-1.9784074,-1.7271641,-1.6149849,-1.443265,-1.1242497,-1.0882089,-0.7788822,-0.5765861,-0.44447643,-0.55615246,-0.1549182,0.044877738,0.074901834,-0.2062254,-0.71795344,-0.8476795,-1.1662896,-1.2056737,-1.558809,-1.9561558,-2.278454,-2.6704674,-2.9475286,-3.0931396,-3.2247202,-3.3381596,-3.280463,-3.236163,-3.2441506,-3.0938368,-2.7932348,-2.4989574,-2.2131844,-1.906704,-1.7290522,-1.677701,-1.5836623,-1.406012,-1.2015772,-1.2074529,-1.2086902,-1.376502,-1.6880635,-1.8309972,-1.8024403,-1.6978016,-1.5914636,-1.257106,-1.2603501,-1.3392507,-1.2078396,-0.86997414,-0.90711164,-0.97532475,-0.8949741,-0.095446765,1.013226,1.8161378,2.1567938,2.392612,2.4164596,2.2937872,1.3670933,0.21045831,-0.4500123,-1.0528787,-1.5653609,-1.971937,-2.1943054,-2.3052049,-2.3783498,-2.4282022,-2.4455767,-2.419299,-2.3168383,-2.2631779,-2.21627,-2.1577117,-2.0425887,-2.0493147,-2.0752156,-2.2510455,-2.2543259,-1.9954593,-1.8324203,-1.7094933,-1.4036922,-0.9209323,-0.3068219,0.689927,2.199856,5.1938744,7.413972,8.445025,8.732775,8.651186,8.2117,7.562744,6.881275,6.124406,5.0710726,3.9219184,3.2703526,2.418752,2.0381925,1.9191494,2.090118,3.3635662,6.1241007,8.397959,9.696487,10.028523,9.836155,9.694617,9.214508,8.101774,5.4238005,3.1881313,0.49526927,-0.58989936,-0.8515117,-1.0441456,-1.5681592,-2.0158505,-2.2524586,-2.3341963,-2.464793,-2.6385965,-2.6785517,-2.6429334,-2.6352055,-2.6094193,-2.535299,-2.4457831,-2.2744193,-2.1373687,-1.9325227,-1.743834,-1.6613253,-1.8018473,-1.7827879,-1.7212121,-1.8278099,-1.8644835,-1.9245976,-2.0186338,-2.0193992,-2.0716717,-2.020483,-2.0134954,-1.9775466,-1.9613621,-1.9175215,-1.8801562,-1.8589637,-1.854325,-1.6866021,-1.5891478,-1.5782572,-1.3513782,-1.2809083,-1.2610087,-1.3722281,-1.6868802,-0.26236203,-0.2622441,-0.26223782,-0.26188415
-0.7086221,-0.7582978,-0.8422843,-0.92144424,-1.1262923,-1.1953019,-1.1112773,-0.9108174,-0.77952784,-0.60444117,-0.6266642,-0.5365814,-0.6067356,-0.5078746,-0.09747382,0.21117373,0.96408755,1.2052193,1.1177311,0.6208544,0.5127585,0.22789058,0.1254137,0.0036866367,-0.1073522,-0.13883212,-0.3909412,-0.7228206,-0.7917465,-0.9677568,-1.0221044,-1.0786214,-1.3790267,-1.7099565,-1.7756784,-1.5365613,-0.11890726,0.91250277,1.5227677,1.7745345,1.7795672,1.5617616,1.2716196,-0.12823637,-1.6617591,-1.5450096,-1.1350143,-0.91759443,-0.803663,-0.68224514,-0.84139967,-1.072719,-1.2296573,-1.2509698,-0.95746773,-0.06404865,1.1965312,1.91329,2.1247797,1.9627557,1.5591805,1.3824996,1.1947134,0.99842733,0.74433917,0.38676086,-0.09177855,-0.98306143,-1.618211,-1.7509415,-1.6379901,-1.377559,-1.166813,-1.0161259,-0.89378023,-0.7971624,-0.75712985,-0.886114,-0.9728903,-0.93864036,-0.9595873,-1.0273776,-1.0444632,-1.1067868,-0.8828521,-1.0054672,-1.3456904,-1.3682647,-1.2572272,-0.8052134,-0.06905362,0.98178065,1.5371072,1.7739007,1.1836903,-0.6496783,-1.4996321,-1.6770457,-1.6657636,-1.5162041,-1.1736934,-0.9321839,-0.50558376,0.24283576,0.8085302,1.0272871,1.3676727,1.6223991,1.731194,1.7796595,1.7475019,1.3277653,0.45308444,-0.5713811,-1.3605186,-1.0191472,-0.53868806,0.036889046,1.0144668,2.326615,2.524091,1.7805784,0.37309694,-1.0399897,-1.500835,-1.1491736,-0.7957283,-0.85109043,-0.8905364,-0.89814895,-0.7629719,-0.64243376,-0.5310386,-0.47857141,-0.32838243,-0.26561892,-0.2311967,-0.47472125,-0.7775229,-1.0103486,-1.45777,-2.1184628,-2.9351535,-3.0848658,-2.8076591,-2.5021367,-2.443489,-2.3311336,-2.2237008,-2.169869,-2.096065,-2.1785996,-2.1726832,-2.174056,-2.165299,-2.135967,-2.1324122,-2.0653346,-1.9872141,-1.760773,-1.4489007,-1.2647297,-1.2922554,-1.2110354,-1.1946458,-1.0934248,-0.9930571,0.196793,0.19669876,0.19667172,0.19659042
0.08352241,0.21622884,0.41680813,0.69807684,1.4399153,1.9128458,2.4762545,3.0456018,3.4337606,4.012809,4.0929375,4.1871476,4.267764,4.450185,4.6752024,4.8921566,4.941296,4.519477,4.235851,3.2711043,2.7552495,2.3107696,1.7928498,1.5623866,1.1405516,0.9710697,0.6463704,0.21692109,-0.016768541,-0.29468444,-0.35444456,-0.62987363,-0.98321056,-1.1838071,-1.0722711,-0.7249956,-1.2036275,-1.6468191,-1.5312716,-1.4403368,-1.3867658,-1.465232,-1.8515973,-2.300536,-2.8078332,-2.6030998,-2.3341284,-2.1859288,-2.202434,-2.4427245,-2.7013674,-2.866355,-2.939435,-2.8316834,-2.2871103,-1.6362879,-1.404079,-1.407368,-1.3581496,-1.1111263,-0.9955323,-0.82700336,-0.6517414,-0.49890232,-0.12868622,-0.13869193,-0.7447355,-1.1510596,-1.707145,-2.1086285,-2.1545024,-2.1523423,-2.170115,-2.1940517,-2.2614262,-2.2424667,-2.2545383,-2.2778645,-2.3544903,-2.4684663,-2.5220582,-2.69246,-2.981506,-3.2785509,-3.3489184,-3.147647,-2.5775905,-2.1512895,-1.4540768,-0.5471838,0.23109947,0.003339082,-0.46687427,-0.75812924,-0.37659946,0.7528162,0.9056176,0.51532,0.090715274,-0.26446646,-0.47828645,-0.44229206,-0.2824374,0.01678145,0.40183187,0.70634794,0.93139744,1.0782145,1.3001791,1.6246507,1.6062785,0.92689216,1.2479725,1.7602764,1.214198,0.43299443,0.59808755,0.8677465,0.9341619,1.3191918,1.8290179,2.0796757,2.2355325,2.4031165,2.575127,2.7869782,2.592973,2.0376213,2.0338826,2.262883,2.844656,3.28847,3.429095,3.2735956,3.2057467,3.213483,3.3952098,3.3822994,2.9493172,2.5677586,1.8266345,0.8552204,-0.5513009,-1.7523718,-2.2703996,-2.6159625,-2.6769166,-2.700964,-2.7379985,-2.7090425,-2.7150478,-2.6477823,-2.6742554,-2.6046214,-2.5375404,-2.4603567,-2.4179478,-2.2954702,-2.2346878,-2.0883923,-1.7561014,-1.3189633,-1.1551863,-1.4511977,-1.4865034,-1.8100356,-1.9507592,-1.8092408,-1.8092973,-1.809312,-1.8091613
-2.1653786,-2.1793523,-2.1655626,-2.1873102,-2.2189596,-2.1565182,-2.1559992,-2.1638393,-2.1224167,-2.2385452,-2.286023,-2.2278926,-2.1508276,-1.9005237,-1.396269,-0.99714005,-0.13876243,-0.0788434,-0.35287791,-1.066328,-1.2581732,-1.4086967,-1.5101892,-1.8079954,-2.034608,-2.1593838,-2.2990363,-2.4801888,-2.43072,-2.418527,-2.4291148,-2.4942074,-2.409174,-2.224579,-1.790517,-0.94595957,-0.21390256,0.07241525,0.47540998,0.7518538,0.8527194,0.748417,0.0839542,-0.6162681,-1.1730621,-1.7707195,-2.0339432,-2.24114,-2.4587831,-2.590581,-2.597112,-2.6164093,-2.6707304,-2.607115,-2.1834555,-1.3650765,-0.54166156,0.13911642,0.4982773,0.48619592,0.288522,0.17467849,-0.008339189,-0.26192704,-0.70346713,-1.5456684,-2.0577252,-1.8622432,-2.00645,-2.2647455,-2.2817016,-2.2749982,-2.2956228,-2.3331075,-2.3638318,-2.3411098,-2.302988,-2.2792559,-2.2426796,-2.2820334,-2.4077153,-2.6435356,-2.910121,-3.096381,-3.12512,-2.9210923,-2.5439134,-2.342752,-1.8019985,-0.91083133,0.084016934,0.5231932,1.2857984,1.9163423,2.1120424,2.1199381,1.741235,1.4666368,1.295717,1.235421,1.2758493,1.4791303,1.5508937,1.6161444,1.7191575,1.7550822,1.7882439,1.7890236,1.8545618,1.870543,1.629244,0.915844,0.11220311,-0.20241809,-0.21711338,-0.21749657,-0.25434965,-0.111744955,0.031949718,0.05573353,0.23014662,0.015486836,-0.47362927,-1.1402665,-1.8519218,-2.2901053,-2.4260635,-2.1309037,-1.7313638,-0.97601247,-0.13906498,0.23585364,0.38891292,0.48109928,0.7334256,0.74117196,0.8014066,0.47960526,0.22022079,0.049835257,-0.24441129,-0.70208335,-1.4397008,-1.7922744,-2.0157135,-2.071405,-2.04198,-2.00739,-1.9540346,-1.9555984,-1.9366395,-1.9646702,-2.0406427,-2.133224,-2.15216,-2.201798,-2.2338305,-2.3367972,-2.4850125,-2.8061476,-2.9747465,-2.9457178,-2.5554686,-2.260707,-2.2428133,-2.2438579,-2.2074647,-2.4431643,-2.4432611,-2.4432917,-2.4431427
-1.2363355,-1.2793906,-1.1867222,-1.0782619,-0.9029169,-0.8623245,-0.83153284,-1.02446,-1.2610878,-1.5714738,-1.7499807,-1.5952666,-1.6178368,-1.4902883,-1.1864936,-0.9021401,0.1455076,0.71051806,1.1914306,1.6866146,1.9996016,1.9523332,1.8936039,1.6824138,1.5641129,1.0951611,0.62255085,0.028471336,-0.40716863,-0.53167135,-0.54771525,-0.82187057,-0.93046117,-0.8819514,-0.5703441,-0.57468873,-0.9950421,-0.82091016,-0.23429143,0.34333894,0.9263902,1.7067043,2.039025,1.3328176,-0.19961879,-1.1348445,-1.1332254,-0.7667843,-0.29392755,0.14710258,0.67720115,0.7652976,0.8307362,1.1531892,1.8561652,1.8744246,1.6360903,2.3782458,4.7570133,6.868016,7.775515,8.181595,8.531558,8.754164,8.845709,8.465673,7.829838,7.1635036,5.3794775,3.1884913,0.9979382,-0.13358411,-0.5546023,-0.75791836,-0.8346764,-0.84983164,-0.79008996,-0.6401776,-0.6906652,-0.6408963,-0.59616446,-0.62083864,-0.9021503,-1.3436141,-1.6876255,-1.8187104,-1.5942681,-1.3646712,-0.99512374,-0.6956092,-0.8172093,-1.4742827,-1.6086574,-0.6474985,0.9310528,2.7687068,3.9392986,3.6962032,3.1650968,2.400949,1.8944619,1.3849326,0.8500543,0.20815808,-0.4197638,-0.7704237,-1.1849445,-1.3424892,-1.3708912,-1.2311269,-0.63899934,0.18465346,0.4641687,1.2710469,2.5565605,3.1488628,2.5288997,1.9832969,1.5039077,1.4623249,1.54761,3.005203,4.055984,4.7156506,5.250307,5.070702,4.6216226,4.058904,3.52489,2.4265795,1.409046,1.0391049,0.8636322,0.8377604,0.8208227,0.9050766,0.83624864,0.7474973,0.6168908,0.60821986,0.046948317,-0.7045452,-1.5255063,-2.129463,-2.4109883,-2.5816047,-2.5207744,-2.4639626,-2.4832652,-2.458767,-2.4579782,-2.412396,-2.4062324,-2.3390508,-2.3424647,-2.2615023,-2.2380154,-2.1273541,-2.0071094,-1.6218578,-1.1844283,-0.89819515,-0.7219591,-0.7853591,-0.9022269,-1.0237762,-1.4014145,-0.2633009,-0.26305073,-0.26300246,-0.26292652
-0.8158144,-0.88260794,-0.902987,-0.9605701,-1.0743897,-1.168885,-1.3158641,-1.3697463,-1.3617425,-1.1306949,-0.97697103,-0.9241341,-0.99056494,-1.0142332,-1.0498817,-0.93481517,-0.0895955,0.5542998,0.77183247,0.8928504,1.0142896,0.94027936,0.8337927,0.6898155,0.49047798,0.35251343,0.10126153,-0.2404303,-0.54032487,-0.7575618,-0.7642112,-0.97933745,-1.1443015,-1.2956635,-0.8931783,0.087400794,2.2911491,3.4842396,3.755045,3.812282,3.79342,3.6532328,3.1628866,2.270382,-0.07726863,-1.3672203,-1.5998471,-1.484738,-1.3999687,-1.2792273,-1.3509699,-1.395838,-1.5207245,-1.5160508,-1.1726824,-0.54216874,0.40430796,1.0178704,1.2064359,0.8174652,0.5672288,0.4472525,0.36568046,0.3547784,0.28719345,0.027337037,-0.21339697,-0.20507377,-0.6864913,-1.2505622,-1.6909643,-1.7852852,-1.7312086,-1.6744015,-1.6218952,-1.5757947,-1.4811835,-1.4541306,-1.3906797,-1.258361,-1.2121043,-1.2428043,-1.4267066,-1.6157658,-1.8560636,-1.8766348,-1.9614382,-1.9280915,-1.7209351,-0.6991954,0.78154635,2.1543043,3.079674,2.9167106,2.1244044,0.39346585,-1.0516098,-1.557605,-1.5848649,-1.440862,-1.1750336,-1.1548998,-1.1956711,-1.0425007,-0.89110607,-0.82191885,-0.77044106,-0.72173786,-0.6518756,-0.6058923,-0.56379414,-0.89198625,-1.116486,-1.052947,-0.96007276,-0.8484043,-0.69218475,-0.4690839,-0.095763326,0.62424743,1.0031886,0.3473022,-0.4746946,-1.183058,-1.5189475,-1.5223471,-1.3423245,-1.1038657,-0.89480376,-0.50608104,-0.008723646,0.35245818,0.5535672,0.60994697,0.76247597,0.79254854,0.86049116,0.67876303,0.526534,0.34510928,0.10568066,-0.37286967,-1.0445987,-1.4474993,-1.6225548,-1.5152906,-1.3653336,-1.2673029,-1.1614971,-1.1792921,-1.0904151,-1.0798206,-1.1804949,-1.2970816,-1.2931292,-1.275141,-1.2574568,-1.2302331,-1.2618268,-1.4005115,-1.3835998,-1.293832,-1.1766852,-0.94048643,-0.9120401,-0.6112402,-0.110875,-1.0112512,-1.0113109,-1.011311,-1.0113773
-2.9178088,-2.8756542,-2.8298495,-2.8129416,-2.7273502,-2.6943448,-2.5796099,-2.3610177,-2.1282372,-1.5323997,-1.2165289,-1.0739143,-0.9114637,-1.0145111,-0.89376163,-0.8023652,-1.0606105,-1.5030444,-1.961836,-2.7116792,-2.8971655,-2.9553428,-2.8597074,-2.9199493,-2.8802156,-2.9340224,-3.1036787,-3.319014,-3.2918315,-3.3444731,-3.3612912,-3.3675408,-3.4806988,-3.5925841,-3.7058716,-3.9179976,-3.340769,-2.4715555,-1.9068301,-1.620547,-1.5547552,-1.7231882,-2.2282462,-3.4689364,-3.8625708,-2.965577,-2.5474055,-2.5451238,-2.5763507,-2.6377873,-2.8627653,-3.0292883,-3.2114503,-3.520104,-3.7537847,-3.5416737,-2.8579144,-1.6944419,-0.71601117,-0.40463018,-0.6824404,-0.8321829,-1.0603218,-1.3936076,-1.7099689,-2.100911,-2.2241588,-2.5145552,-2.8579662,-2.906735,-2.7083988,-2.4061794,-2.2484035,-2.1008732,-2.0380137,-1.9824201,-1.958833,-2.054245,-2.1149697,-2.2090502,-2.247622,-2.1797757,-2.0601919,-1.9524107,-1.8223059,-1.996778,-2.3324594,-2.4737902,-2.37883,-2.1959863,-1.6656394,-0.8538419,-0.3571276,-0.041346118,-0.35527444,-1.6909109,-1.3750396,-0.6241243,-0.20394832,0.20704058,0.4135886,0.5719695,0.64438844,0.7449505,0.9326081,1.0218449,1.1899464,1.2789229,1.3432984,1.3924092,1.3591534,0.83798045,0.08585219,-0.8949713,-1.686176,-1.4810549,-1.3906049,-1.1045569,-0.563525,-0.04167898,0.23223451,-0.61766785,-2.0012245,-2.6314275,-2.4579206,-1.9777775,-1.6080647,-1.3073044,-0.99405015,-0.75213856,-0.6232371,-0.66918397,-0.72821873,-0.7187614,-0.66267836,-0.715774,-0.81517625,-1.1460623,-1.49276,-1.742769,-2.1149101,-2.5886626,-3.1074219,-3.1950057,-3.0144157,-2.7776842,-2.7509394,-2.758449,-2.7728562,-2.751558,-2.841124,-3.0201771,-3.054562,-3.1481237,-3.2201262,-3.275927,-3.290091,-3.3387744,-3.3893666,-3.4377644,-3.4128752,-3.4505553,-3.5991817,-3.360921,-3.2680154,-3.1517901,-3.1813931,-3.1919746,-3.1920466,-3.1920729,-3.1920352
